,0
3549,precisei mudar horário certas disciplinas indeferido ado várias vagas inscritos inferior vagas disponíveis federal tá difícil viu
3551,mesma situações
3552,
3553,indeferido
3554,terminar maravilhoso período consegui pagar matéria obrigatória atraso
3555,única obrigatória preciso pagar semestre consegui disciplinas rematrícula indeferido
3556,dor cabeça
3557,consegui obrigatória optativas aleatórias
3558,ta dificl pra thierry henry campeão mundo avalie pra mim
3559,acho distribuída oferta turmas probabilidade ple turmas vazias podiam sendo usadas demanda
3560,cara padeço dor espero ninguém prejudicado futuramente realmente tá sendo fácil levar curso ritmo planejado gargalo gigante
3561,indeferido matriculei vamos perder vinculo
3562,complicado pagar disciplinas prazo finalização curso aproximar
3563,matéria caiba período melhor trancar pra perder vínculo carga horária equivoquei informação alguém gentileza corrija
3564,alguém conseguiu resposta mandei email orientador aguardando resposta
3565,consegui soube norma ufrn relativa pândemia desvincular aluno período indeferido teoria vínculo cancelado
3566,olá gostaria alguma computadores utilizar estudar horário aula imd agradeço
3567,olá existe laboratórios estudos piso respeito visto precisamos aguardar monitores convocados disponibilizar salas
3568,importância salas acessíveis estudantes espero fiquem disponíveis eve
3569,concordo expectativa
3570,proficiência práticas leitura escrita português i imd imdcivtsala data hora horas caso dúvidas solicitações deferidas ana carolina araújo ana clara dionísio barbosa silva antonio benevides guedes lasagna antonio matheus silva pontes bruna stéffeni oliveira caio césar medeiros santos caio gomes magnani elson freire filho emanuel kywal pinto al filho ícia maria costa brito iel medeiros nascimento iel ribeiro barbosa silva guilherme nanini silva oliveira iadson vinícius silva jacques gomes pinheiro junior joão emanoel pinto frança joão felipe holanda joão pedro serafim lima jurandy matias silva luiz gustavo souza rêgo lucas nogueira cortez marcos victor pires rodrigues matheus lameque correia oliveira horácio matusalem fagundes oliveira natan felipe freitas souza pedro victor arruda câmara villela cid pablo marreiro silva pedro henrique moura weber aquino pedro paulo rocha sousa rafael rosendo faustino rodolfo costa medeiros thiago lucas mendonça ferreira tobias santos neto vitor fraifer
3571,proficiência pensamento computacional imd b data hora horas caso dúvidas solicitações deferidas ana carolina araújo antonio benevides guedes lasagna carlos eduardo valle rosa filho caio gomes magnani eduarda mirelly neves lima guilherme arruda câmara lira herick modesto ciriaco ian iel silva dias joab urbano araujo josé manoel freitas silva joão pedro serafim lima joão victor gonçalves albuquerque saraiva lucas iel ferreira alves sousa lucas nogueira cortez luiz gustavo oliveira umbelino luís eduardo silva ribeiro matheus costa vidal matheus félix araújo natan felipe freitas souza pablo marreiro silva paulo daniel carvalho souza pedro paulo lucas lira rafael rosendo faustino ramon lúcio linhares araújo rodrigo eduardo dantas barbalho rony santos domingos rubens matheus venâncio melo oliveira rômulo carielo albuquerque santos thiago lucas mendonça ferreira tobias santos neto vitor felipe patricio silva warlike richard silva soares
3572,proficiência práticas leitura inglês imd link avaliação online multiprovas disponibilizado chat meet h alunos hora executar prova data hora h caso dúvidas solicitações deferidas ana carolina araújo antonio benevides guedes lasagna artur brito pinheiro bruna stéffeni oliveira carlos eduardo valle rosa filho caio césar medeiros santos carolina medeiros coutinho eduardo josé medeiros machado emanuel kywal pinto al filho ícia maria costa brito iel ribeiro barbosa silva guilherme nanini silva oliveira iadson vinícius silva joão emanoel pinto frança jacques gomes pinheiro junior joão vitor lima carvalho jurandy matias silva junior lucas iel ferreira alves sousa lucas melo oliveira lucas nogueira cortez luisa maia rezende aguiar luiz gustavo souza rêgo luís eduardo silva ribeiro marcos victor pires rodrigues marcos vinicius silva lima matheus lameque correia oliveira horácio matusalem fagundes oliveira natan felipe freitas souza nicolas vinicius martins oliveira silva pablo marreiro silva pedro henrique moura weber aquino pedro paulo rocha sousa pedro andrade cursino rafael rosendo faustino rafael silveira santos ramon lúcio linhares araújo rodolfo costa medeiros tobias santos neto vitor fraifer warlike richard silva soares
3573,proficiência imd tecnologia informação sociedade imdcivtsala data hora horas caso dúvidas solicitações deferidas natan felipe freitas souza pablo marreiro silva
3574,proficiência imd matemática elementar justificativas indeferimentos consultadas email abaixo solicitações deferidas alunos deferidos
3575,proficiência imd análise combinatória justificativas indeferimentos consultadas email abaixo solicitações deferidas alunos deferidos
3576,proficiência imd geometria euclidiana justificativas indeferimentos consultadas email abaixo solicitações deferidas alunos deferidos
3577,indeferido disciplinas devo
3578,gostaria
3579,
3580,indeferida disciplinas
3581,
3582,ensino remoto deixavam matricular
3583,disciplinas matriculei vagas matriculados vagas reservadas pro bti turno mt realmente entendo
3584,indeferido disciplinas sendo coloquei muitas gostaria aconteceu
3585,semestre trancado indeferido itp proximo semestre mesma trancado passado itp basicamente vc continuar curso
3586,caos vagas curso
3587,
3588,provavelmente conseguirei terminar limite acho entupimento bti justificativa coordenação curso
3589,indeferido coloquei turnonoturno sendo obrigatória preciso pagar andamento curso
3590,coloquei disciplinas deferido obrigatória fica altamente difícil chegar reta disciplinas suficientes concluir curso
3591,coloquei disciplinas inscrição deferida surreal
3592,coloquei deferido º período preciso pagar matérias quantidade vagas ofertadas surreal baixa turmas vagas
3593,indeferida disciplinas coloquei deferida obrigatória notório quantidade vagas ofertadas equivalente alunos procuram período ensino remoto existia dificuldade principalmente pessoal curso veteranos acho importante reavaliar consigam andamento graduação
3594,indeferido
3595,coloquei deferido
3596,coloquei deferida complicado
3597,indeferido ponentes matriculei realmente gostaria rezar rematrícula
3598,tbm indeferida
3599,indeferido disciplinas matriculei
3600,coloquei disciplinas obrigatórias indeferida todassendo itp pletamente andamento curso imd precisa resolver urgência
3601,
3602,deferido anos industria vital vou terminar adiantar coisas integral motivos trabalhar pandemia aumentou pressão conseguia ficar h computador estudar trabalhar achei voltasse presencial ia atenção curso jeito plicado
3603,coloquei disciplinas indeferido matéria vagas alunos indeferido acontecendo
3604,semestre mesma coordenação ciente tantos relatos indeferimento curso culpa estudante
3605,indeferido várias haverá solução pra problema ficaremos mão
3606,curso bti tá virando palhaçada semestre mesma piada
3607,indeferido discplinas gostaria vamos solução pra
3608,plicado continuar curso jeito vou formar
3609,pessoal dicas ajudem matrículas observem turmas reservas vagas algum turno mt n algum período importante quantas vagas reservadas importante prioridade turma i ii iii iv v i aluno nivelado ii aluno concluinte iii aluno atrasado iv aluno adiantado v aluno outro curso
3610,chata vi matricula reserva vaga turno outro turno aluno observasse poderia indeferido
3611,coloquei disciplinas obrigatórias optativa deferido optativa sendo obrigatórias condição avance curso vou enem novamente puts
3612,disciplinas indeferido
3613,coloquei indeferido culpa guerra tbm
3614,indeferido disciplinas
3615,eeita btizao deus indeferida dia pra mundo curso único dia paz
3616,vida
3617,coloquei indeferido ô btizão velho guerra
3618,difícil conseguir pagar matérias relevantes sendo noturno coloco pegando consigo deferimento triste realidade
